X S
20.08 25.56036602114
20.11 25.2993763975709
20.23 24.0151965323399
20.47 24.1664918675439
20.52 23.9411480465025
20.88 24.7947781675074
20.91 24.9769432628043
20.92 24.9171774160985
21.07 24.8924823342495
21.15 25.6854292809128
21.53 24.4579401311107
21.68 23.3383632425199
21.79 24.5388950684542
21.91 24.2596301096719
22.17 24.3804904194976
22.22 23.7614488131036
22.23 25.9383466223097
22.49 24.8742481084363
22.89 24.0685857861358
22.96 24.7692164120819
23.29 24.1094074431529
23.31 23.6871764972977
23.49 24.9857623544078
23.66 24.1041133361482
23.68 24.55236288414
23.81 23.7274951795272
24.19 23.1516517142367
24.26 24.3991552993259
24.5 23.7046305556435
24.57 23.6871300526289
24.73 25.1772065188991
24.99 24.6599474123954
25.06 24.1662883377713
25.22 24.935559484519
25.29 23.439213667896
25.5 24.5566011415628
25.52 24.1293709547514
25.7 24.5978705235989
25.87 24.2535871071345
25.87 26.149444480449
26.12 25.7042383846518
26.13 23.4447289825126
26.21 23.9904251911669
26.65 25.1242678600348
26.72 24.8224955192844
26.79 26.376933497783
26.84 24.953973367277
26.99 24.3611100760631
27.1 23.2998176021052
27.17 25.7285069899317
27.27 23.7272240015502
27.33 24.9563428381002
27.79 24.7518241415644
27.84 25.0059199698974
28.01 24.8938555748462
28.03 25.6981282812846
28.05 24.6380484399557
28.22 25.5902208845846
28.32 23.7792010454513
28.33 23.5869440872665
28.83 24.9736143526959
28.91 25.1872664602009
28.99 25.7831934812964
29.04 24.77410990073
29.08 25.6055560528697
29.09 24.7913436749877
29.15 24.5075058845004
29.36 27.0523050217519
29.83 25.0853413502944
29.88 27.3010894514775
29.91 26.4196504365966
29.91 24.3616456789372
29.94 23.9000767331938
29.96 24.9478938907474
30.18 26.7700520387618
30.21 27.8273206078333
30.54 26.9650485676955
30.58 28.5156155959617
30.69 27.640899111339
30.85 27.0702319224232
30.89 28.4827860075365
30.96 27.2131949458254
30.96 27.3389216985599
31.14 27.0826749257959
31.3 28.3302710953633
31.43 28.5908645835281
31.72 28.2737004864585
31.76 27.750321448828
31.8 28.2445038375755
31.83 28.4086339611971
31.98 28.6220584757144
32.01 29.1910227087068
32.07 28.2902319412325
32.43 28.5597933746247
32.53 28.6727865073609
32.76 29.366224727033
32.86 27.5793577369336
32.87 28.987319168255
32.93 28.2755233378406
32.94 30.1848309889156
32.99 29.0661867859854
33.09 29.0788636596842
33.42 27.846030226755
33.7 29.435413602164
33.71 27.4888783287532
33.79 28.3927836828081
34 28.1635320001816
34.03 29.0576749198873
34.04 28.7062147852326
34.17 28.0813654382265
34.19 27.4221368427616
34.43 27.8507720764973
34.62 27.0403076353936
34.75 27.9221629796143
35.02 27.2219405993272
35.15 28.2453171295388
35.2 27.9171268045265
35.2 29.1505372152414
35.25 29.1480171396121
35.36 28.8999718409102
35.5 27.2577423001079
35.66 28.496237888203
35.79 28.251159295853
36.2 29.1718412488153
36.24 30.9562458820493
36.26 28.393857193296
36.29 31.1772169036941
36.43 29.5839250584324
36.5 28.5298980526836
36.78 29.3812291394655
37.12 28.6307032252338
37.18 30.4946400338447
37.2 31.1467431289087
37.2 30.4275262734003
37.32 30.3439963711052
37.44 29.7917811981017
37.51 31.1787599540353
37.55 32.5103020898657
37.89 32.0666820815099
38.11 31.189413477329
38.16 32.2608147928049
38.2 33.2917304387796
38.31 34.3032790012137
38.35 35.0072599231165
38.45 33.625576693632
38.49 33.8031021057119
38.79 34.5920273301575
39 35.9845259802324
39.01 34.6487895059821
39.1 33.3317355706209
39.34 37.9035250780167
39.37 37.7771175799312
39.4 38.8615756871913
39.69 39.7492019390369
39.81 35.5340801517281
39.91 39.7712020390412
40.02 48.9078088180644
40.27 42.9774282043403
40.32 44.8067355330188
40.32 42.1362969262653
40.47 42.1717729415147
40.48 44.1089934330586
40.8 49.1367361034025
40.92 51.2770818056652
41.29 49.8648280649668
41.33 56.5389539294953
41.35 51.4359208698096
41.42 60.298271196833
41.44 61.153392348467
41.52 58.4517266704934
41.54 66.8578499845258
41.99 70.249232528838
42.09 76.4626211347941
42.36 92.6969757486477
42.43 79.8735283697079
42.46 86.9293897159072
42.64 89.8020889173626
42.72 91.5154745256789
42.73 85.5996561586073
42.87 92.4003001222535
43.04 100.911238423319
43.18 88.0435459189124
43.36 114.407542359294
43.57 108.558332091986
43.7 136.99412502559
43.72 115.065623932864
43.97 134.933854861917
44.01 118.468521338572
44.16 146.562881964971
44.18 125.28569105375
44.35 157.562646780688
44.62 156.478844143128
44.67 163.182125972227
44.9 177.792054644625
44.95 153.130660226378
45.05 164.865185558851
45.08 163.203485571036
45.38 180.083924307751
45.46 179.114578351006
45.53 179.038364665634
45.7 168.113205373373
45.87 180.89380248205
46.01 171.13219720945
46.03 178.735390833427
46.2 180.101226559682
46.38 199.440724619825
46.45 201.133964043916
46.51 191.937905653196
46.76 196.659424431535
46.78 191.581257501415
46.9 194.77230332934
47.07 199.329902865283
47.25 202.602793416202
47.25 217.681312466012
47.51 212.336592257676
47.57 204.147965660952
47.64 208.712054937423
47.9 208.69880947408
47.95 204.837551276725
48.17 207.488497334366
48.26 208.313895231644
48.31 209.322331182724
48.49 213.541470005046
48.49 211.312785159381
48.71 208.874274745125
48.76 201.716107929787
48.84 214.297011670534
49.15 219.892941247296
49.16 213.428363056262
49.43 219.560983710111
49.43 212.207381728246
49.57 210.409742420282
49.66 219.399801568249
49.68 210.283149784562
49.85 214.374722853524
50.1 221.689130320619
50.24 193.784927884971
50.3 221.347653182558
50.5 223.764832712375
50.51 210.756469375766
50.52 206.220223874342
50.79 209.434313666908
50.82 207.678006492522
50.88 219.049750298244
51.11 215.148191421186
51.36 212.858880814313
51.39 211.768569732834
51.55 220.887199551026
51.75 211.173351800637
51.82 204.353948466584
51.83 210.775774032931
52.04 202.835691027842
52.05 205.715810970044
52.05 183.309365799559
52.49 180.572284460731
52.63 194.823792708873
52.76 195.103578353434
52.87 174.078722892403
52.92 189.713389151552
53 190.601237632898
53.05 173.528485041426
53.07 183.845163397628
53.12 181.967479726168
53.41 183.263940120073
53.72 167.369973720321
53.75 178.02207419546
53.89 159.794351030874
53.95 173.876929109019
53.98 168.863981732542
53.98 161.833274900731
54.07 166.049270163754
54.13 162.468401537333
54.43 164.3743823755
54.89 133.584090921244
54.91 137.789347876456
54.92 135.431660336234
55 153.254158842604
55.02 141.296180256751
55.18 143.573735287058
55.25 138.511040068927
55.63 138.954878752455
55.79 122.198468900133
55.88 128.767257900591
56.12 125.551270222815
56.13 125.871558983008
56.33 120.688316359447
56.34 129.611545805141
56.48 115.776422705513
56.5 128.620618863675
56.53 124.685689559883
56.82 117.095891186632
56.95 107.837750487953
57.12 110.033211416833
57.21 114.937871613427
57.4 101.644380097206
57.4 111.144214558994
57.51 96.2409395828708
57.69 97.6110693066604
57.72 99.6613514970695
57.96 100.360332466432
58.22 89.903790318001
58.27 84.9930998142439
58.41 86.4557373994236
58.47 77.6821594269978
58.52 78.8810340237244
58.57 73.1333765396261
58.94 68.5081876536846
58.95 71.2174309531403
59.1 55.1397361424665
59.15 70.9743656014933
59.22 78.805978044685
59.26 59.9241813927138
59.58 62.2385869392973
59.61 66.7550082349339
59.66 55.753375049863
59.71 68.8447770606917
59.9 51.5715973017662
60.18 61.5200701979233
60.24 43.1656458952189
60.28 39.1833992439662
60.32 60.4450131324773
60.4 44.6070703993376
60.73 42.6282118588878
60.88 42.053327624498
61.06 44.0416014888146
61.19 42.4380962205655
61.21 38.3501285078632
61.39 40.3536655653425
61.51 44.1509750672925
61.57 33.4633251493031
61.66 36.8488435523433
61.79 35.6073970359147
61.92 35.2644478691253
62.31 29.5774449526942
62.37 31.7882197056374
62.49 30.2272342073585
62.58 35.593190603956
62.63 25.7502910224871
62.78 29.1159724958611
62.81 29.0607015534323
62.81 31.6311446407258
63.25 31.0042919571004
63.51 31.0349727638825
63.58 27.4569017486411
63.61 25.8093782272319
63.75 24.1751291907091
63.79 27.6133473882244
63.79 28.9640426233773
63.82 25.4313934613752
64.05 22.8183586070706
64.51 23.6364819461755
64.63 24.6243198773413
64.64 24.3753532627542
64.66 22.798107119865
64.83 24.5813485236901
64.86 24.169013610079
64.88 24.8467873179579
65.34 23.60282824892
65.35 21.0887195776585
65.36 22.3069568196864
65.7 22.7174480646245
65.78 22.6746301952507
65.82 23.3172561317694
65.82 22.1285020934049
65.82 22.0741665072905
65.87 21.2105620435107
65.9 22.0566913008295
66.4 21.5311341556048
66.44 21.0959901751001
66.51 21.1598038705967
66.64 21.3518573242717
66.67 20.642331160008
66.73 21.4783764180222
66.86 19.9482439269974
67.13 20.0758931260671
67.33 19.9027965626488
67.46 19.8629411210804
67.47 20.7542131349468
67.61 20.3016377255264
67.62 20.9540160217403
67.62 20.6351431943609
67.62 20.0945830789648
68.15 19.8641762369767
68.3 22.0868831307293
68.3 20.6272927202334
68.31 20.7732001621331
68.69 20.8408153510572
68.74 20.2746446707434
68.75 20.5204963004081
68.79 20.9343851406259
69.28 20.5730040247103
69.32 19.6736150902659
69.37 19.5912381503815
69.4 19.4258893693684
69.42 19.6387115993254
69.46 20.1758527134952
69.77 19.5183820000104
69.87 18.9420709057797
70.04 19.6948319455728
70.32 19.0086773575267
70.35 20.4961788222425
70.38 20.8960049764615
70.49 19.7112926461855
70.51 19.8475326453614
70.54 20.4039571404488
70.88 18.5015886494876
70.99 19.2804608056302
71.17 17.9144266421616
71.42 18.7836390183616
71.48 19.4840434288181
71.55 18.5107516403283
71.6 16.80287313628
71.64 18.3081631276324
71.98 18.3479915063595
72.11 18.8949926536142
72.15 18.3138348497674
72.53 18.1828799684968
72.58 18.2469734823976
72.58 17.8076838276209
72.67 16.89443496163
72.77 17.47878284609
72.85 17.0495582909265
73.11 17.3802792852715
73.25 18.0586833450069
73.47 16.9643735812911
73.53 16.6010011240107
73.61 17.7548260883215
73.71 17.3365166986396
73.72 16.5483219841006
73.87 17.4698657052357
73.98 17.71551606143
74.13 16.4594526647811
74.2 16.9016706696478
74.33 15.9005977803563
74.45 16.6498297743751
74.53 15.9102521206231
74.69 16.2376357793695
74.81 16.2605358062253
74.84 16.7497059974338
75.02 16.5284980797202
75.05 16.5198535691165
75.16 16.7883591554054
75.3 16.8055178259571
75.4 16.1299792882981
75.45 16.3016026263913
75.54 15.5362748544692
75.82 16.0850548829179
75.83 16.1404889239939
75.92 16.1874230648351
75.95 17.2391814016335
76.14 16.1159271558269
76.21 16.4123690342511
76.37 16.3965718519507
76.54 15.9626799070411
76.66 15.5050265148456
76.9 16.1972272928371
76.95 16.8556993796529
77.09 15.2900193948107
77.24 17.0115388432805
77.32 16.3617044090923
77.32 16.564444104238
77.45 15.8254963714883
77.68 16.9926048477434
77.74 16.1438198119301
78.16 16.514069236846
78.22 16.0902862463062
78.25 16.5451263591388
78.41 15.9999398088943
78.43 17.7578427429053
78.46 17.3792742189048
78.51 16.6238126414982
78.88 16.3148614496046
78.95 16.2956262056245
79.23 16.776466411291
79.38 17.0131431097453
79.43 16.9244208946576
79.45 16.4306918408057
79.46 16.3196002004247
79.54 16.0530756338212
79.7 16.0500920246198
