X S
20.08 25.1713593972057
20.11 24.9095768735099
20.23 24.5154056986615
20.47 24.7168985650683
20.52 24.3023885397408
20.88 24.1469890814733
20.91 26.6030956757838
20.92 23.9087026905417
21.07 24.4921828426034
21.15 25.6088886070739
21.53 24.976789948683
21.68 23.9408130892758
21.79 24.7924325811545
21.91 24.2363742095786
22.17 23.9897924419079
22.22 23.6746327776919
22.23 24.1349297976324
22.49 25.2258328381645
22.89 23.5762272443161
22.96 25.4820834258717
23.29 23.6506612748927
23.31 25.5455237016968
23.49 23.7282785301178
23.66 22.7756541654005
23.68 23.1544893771133
23.81 24.7301295746418
24.19 24.6993543359212
24.26 24.2183455875981
24.5 24.41048383296
24.57 23.4850043378008
24.73 25.6525725250709
24.99 23.7179344983955
25.06 22.3161293014887
25.22 24.8678725980575
25.29 23.9481341080527
25.5 24.0401678070219
25.52 24.326619153422
25.7 26.3120851642168
25.87 25.716909996205
25.87 24.2739612268513
26.12 24.7716839576719
26.13 24.5360233965484
26.21 25.3263223476209
26.65 25.0735747873326
26.72 24.3542804455031
26.79 24.6648163644745
26.84 25.0928304549628
26.99 24.9626405203711
27.1 25.7633051837693
27.17 23.7039284582196
27.27 24.3738920192175
27.33 25.3632550507075
27.79 25.0954072411011
27.84 25.3272009341752
28.01 24.4704174567615
28.03 25.4081889088518
28.05 24.2431956112688
28.22 24.8322823727158
28.32 26.1108567931025
28.33 25.8259992891488
28.83 25.1482963578531
28.91 24.0119377158694
28.99 25.2728490878247
29.04 25.096616780409
29.08 25.1258339223746
29.09 25.0751092569791
29.15 24.1450067520602
29.36 25.7861356858439
29.83 24.8924393651069
29.88 25.1839568928052
29.91 25.8754681970621
29.91 25.6710008660069
29.94 25.5122275246327
29.96 25.1902571354391
30.18 24.4606308975619
30.21 25.9692938061031
30.54 27.2180181972296
30.58 26.1465839310924
30.69 27.5586452560799
30.85 27.3288713946786
30.89 26.2011863732622
30.96 27.1468161420401
30.96 26.8435643952601
31.14 28.8437457491017
31.3 27.7978122834879
31.43 26.5451931066337
31.72 28.2480351802169
31.76 27.7682814358094
31.8 29.796997189425
31.83 27.8294107549127
31.98 27.5000624566358
32.01 28.716510584235
32.07 29.1316513544582
32.43 28.0928365289127
32.53 29.1243958368846
32.76 29.4872874035405
32.86 28.9780881292016
32.87 27.4714056157711
32.93 29.2004953698236
32.94 29.6638349882947
32.99 28.3659400346796
33.09 28.872181829394
33.42 27.1077871757422
33.7 27.2048983089696
33.71 26.9185558291938
33.79 28.8935792961611
34 28.4621947596626
34.03 28.3401149142866
34.04 27.2194650775253
34.17 26.6186989180994
34.19 26.8766663776351
34.43 27.0917650530049
34.62 25.3984807240077
34.75 27.9296824991372
35.02 28.6498490490965
35.15 29.1279143429555
35.2 29.9424850511669
35.2 27.4259537639259
35.25 28.0971021243028
35.36 30.4056904444962
35.5 29.4736151310372
35.66 28.1687026932946
35.79 27.69572640796
36.2 29.1717502869037
36.24 29.1247567615632
36.26 28.4430014191341
36.29 29.6987974595648
36.43 28.6434886051442
36.5 29.1982098779238
36.78 29.3346050761674
37.12 25.7316331225205
37.18 30.1302066995606
37.2 30.1030050908736
37.2 30.0254745649947
37.32 30.0800686058814
37.44 32.0568877494244
37.51 30.5076632168529
37.55 29.2764228918229
37.89 30.9596123687434
38.11 32.8362241523429
38.16 32.2654575024005
38.2 31.6659978635139
38.31 34.521896771249
38.35 31.652725890259
38.45 32.759513941686
38.49 34.1611796917852
38.79 31.3797767502622
39 31.2491128540088
39.01 37.2492961883392
39.1 36.3392418521394
