X S
20.08 24.5329101407032
20.11 25.8719987161978
20.23 25.3615294589311
20.47 23.5863177121766
20.52 25.8849347390647
20.88 25.4236613194787
20.91 24.6630175270271
20.92 23.6106956798481
21.07 24.6204899998178
21.15 24.1720596670624
21.53 24.0825585225249
21.68 24.9713060063385
21.79 24.3468160746316
21.91 24.6708621861214
22.17 23.6900562579092
22.22 24.6685322926499
22.23 23.8751934433818
22.49 25.0467532098165
22.89 24.4038162280107
22.96 24.4170971224669
23.29 23.9375308948409
23.31 24.9804928884282
23.49 23.9433332379506
23.66 25.032751047219
23.68 24.190067904386
23.81 24.0563326496156
24.19 23.9904042620776
24.26 24.3761476770089
24.5 24.9457425356975
24.57 24.8408783247041
24.73 24.2490428600897
24.99 25.1226438538758
25.06 24.6402421971295
25.22 25.0194094644705
25.29 24.8862347356202
25.5 24.6800156902519
25.52 23.7965827656893
25.7 24.4720436384215
25.87 25.6002016452493
25.87 26.011581141747
26.12 24.3956683093767
26.13 24.329385623337
26.21 24.810692373562
26.65 24.7191095964793
26.72 25.3222938290111
26.79 23.5465703425881
26.84 24.3567240356096
26.99 24.8971476609645
27.1 23.8861370788118
27.17 23.4142069230278
27.27 24.9998726226598
27.33 25.4401252616692
27.79 25.427200422905
27.84 24.7776524671837
28.01 23.0422713686667
28.03 24.9178456331566
28.05 25.1661333031322
28.22 24.4179057839906
28.32 24.9390010960615
28.33 23.9868110799452
28.83 24.8326682677601
28.91 25.9663396510848
28.99 25.2840567121726
29.04 24.0987558672388
29.08 25.2692971324852
29.09 26.1103952408398
29.15 24.7613386195727
29.36 24.2757366006859
29.83 26.7704661422558
29.88 24.5101730188187
29.91 24.4919636050174
29.91 27.094172834507
29.94 26.338086775568
29.96 24.8703169400664
30.18 25.5269938186638
30.21 26.2382587463622
30.54 26.6008283960175
30.58 27.5535966022426
30.69 27.338730681339
30.85 29.3988311997563
30.89 28.0852138447612
30.96 27.3037467596864
30.96 26.4898223566691
31.14 25.6750499815255
31.3 28.6497213445152
31.43 28.6076273666803
31.72 28.0737109996942
31.76 26.9959151005405
31.8 28.5589344131406
31.83 28.7803176814265
31.98 29.6423670621548
32.01 27.7886831293861
32.07 28.6283040749272
32.43 28.8654207515079
32.53 27.7758626749807
32.76 29.474159129349
32.86 27.2269329740421
32.87 27.9395672205883
32.93 28.7546412137738
32.94 29.637970859914
32.99 27.2830666596502
33.09 26.9808496444946
33.42 28.0024207560836
33.7 27.6221809262455
33.71 28.5690751475418
33.79 27.5618631752992
34 29.1979276179036
34.03 28.6464379868758
34.04 27.5350011926776
34.17 27.6086790390791
34.19 29.2881550666688
34.43 28.846051860648
34.62 26.461963818633
34.75 29.4690697376317
35.02 27.5229077266796
35.15 28.7135878994439
35.2 28.1851175431425
35.2 29.6668493360539
35.25 29.1782374274977
35.36 29.2019392153299
35.5 28.3549965046534
35.66 28.8306021445307
35.79 27.6330004882053
36.2 29.0812415205279
36.24 30.2269809648963
36.26 29.2882890005203
36.29 28.9402497288533
36.43 28.1346799109272
36.5 29.2180041752134
36.78 29.9454494889622
37.12 32.8445780469418
37.18 27.8925988147572
37.2 30.3812497772396
37.2 30.2664976949423
37.32 30.8722162363753
37.44 29.3370073552225
37.51 31.5503221688118
37.55 30.7606023284777
37.89 30.4246352699838
38.11 33.4136734538225
38.16 33.8584509141862
38.2 35.6869410055479
38.31 34.5734417093175
38.35 33.3858530906857
38.45 31.2584916891723
38.49 35.7180049878888
38.79 35.2880976213984
39 36.9446463978754
39.01 34.9425325708738
39.1 34.2718700616063
39.34 35.9977525811528
39.37 36.3665755282451
39.4 37.7182435817047
39.69 38.0186942494202
39.81 35.9691910569425
39.91 37.3163577148241
40.02 39.9639710530216
40.27 51.1814554664559
40.32 49.9047805154606
40.32 44.2120695445866
40.47 52.1565083790211
40.48 41.6041946502441
40.8 50.6476771148505
40.92 53.5692760361948
41.29 56.3620767227571
41.33 68.1961823274092
41.35 67.1424698298353
41.42 62.6440770026055
41.44 68.0057603930938
41.52 62.6401195795517
41.54 55.8054285400549
41.99 66.2122749813678
42.09 73.8901636138207
42.36 69.3238829815727
42.43 85.6423950848475
42.46 68.6464529776557
42.64 83.6736266816416
42.72 111.999461360132
42.73 96.8864943003304
42.87 89.4568881375232
43.04 93.2722123223966
43.18 104.882267308249
43.36 112.898002510679
43.57 130.483814848673
43.7 105.749327677799
43.72 108.480553096848
43.97 135.31694036438
44.01 137.783029403417
44.16 118.764536766922
44.18 133.921899542505
44.35 138.532010829788
44.62 146.719971998218
44.67 168.184929872403
44.9 153.106025652866
44.95 181.847168784503
45.05 165.22156311283
45.08 152.41262141857
45.38 187.807959735076
45.46 186.34266929141
45.53 182.442755729434
45.7 194.964203517869
45.87 194.959944008853
46.01 187.992980966349
46.03 198.997422344216
46.2 185.824083611524
46.38 194.763965482249
46.45 196.675911419325
46.51 185.1961641075
46.76 213.237984188011
46.78 199.209793898163
46.9 180.698957302252
47.07 213.721491234079
47.25 209.064223601147
47.25 206.076588982281
47.51 202.338216232554
47.57 208.786079069004
47.64 208.047292809373
47.9 204.139030803323
47.95 206.534199392468
48.17 212.188754346209
48.26 213.124137648624
48.31 219.722324705196
48.49 202.24632947495
48.49 216.78401941636
48.71 218.381896528312
48.76 225.997915910288
48.84 221.466179113598
49.15 208.937630337545
49.16 207.276868051773
49.43 215.634687064815
49.43 207.226721286319
49.57 208.502807087608
49.66 212.319300132247
49.68 214.911384637766
49.85 205.809745477037
50.1 210.798764400423
50.24 219.044020010809
50.3 217.908615760328
50.5 208.327670503264
50.51 225.226948118537
50.52 214.778972695144
50.79 208.825955969546
50.82 210.712228131277
50.88 206.378021233211
51.11 214.734175577083
51.36 208.518188896096
51.39 207.867659247847
51.55 198.728613825962
51.75 199.913379992787
51.82 199.102837733033
51.83 204.330053644959
52.04 199.870193121346
52.05 203.708327970938
52.05 192.506037639095
52.49 202.347321377189
52.63 197.542855083302
52.76 189.63620151101
52.87 204.291067485772
52.92 182.643043715845
53 186.093771326516
53.05 169.148258338645
53.07 182.246565555358
53.12 191.88905297677
53.41 176.122340351671
53.72 176.929169271712
53.75 163.060269070141
53.89 168.829814096275
53.95 166.59218229281
53.98 160.256931872088
53.98 174.586486327874
54.07 163.170288354957
54.13 159.209453170726
54.43 157.036126130753
54.89 147.05114998747
54.91 153.16841687762
54.92 143.462295748138
55 134.290358295343
55.02 153.553051853518
55.18 145.755732204375
55.25 134.95425702998
55.63 139.90686366149
55.79 121.511210508703
55.88 125.68051216338
56.12 129.401044378261
56.13 126.30158343441
56.33 120.801979662356
56.34 116.391806434167
56.48 117.226124341197
56.5 123.074902267152
56.53 118.231483240722
56.82 111.396442717168
56.95 118.590106295864
57.12 114.594316845363
57.21 105.029165991619
57.4 99.2660955814905
57.4 108.626756035235
57.51 97.0124642223417
57.69 98.2362331902995
57.72 93.0956831497191
57.96 99.8491908108659
58.22 89.1978194620512
58.27 95.0582427729274
58.41 68.9971829191882
58.47 89.3890004989116
58.52 77.1616441504792
