X S
20.08 23.2672183685422
20.11 25.8814985538551
20.23 25.3080998003383
20.47 25.4183073167086
20.52 25.3370171656448
20.88 24.9140493854142
20.91 24.6375803874574
20.92 24.0073190173864
21.07 24.1485386173668
21.15 24.8087391874468
21.53 23.7548726540788
21.68 26.137527524464
21.79 23.7477175889566
21.91 24.6064812325531
22.17 23.9702379510077
22.22 24.8414528579874
22.23 23.5626565512272
22.49 25.8103031284922
22.89 23.5391015098137
22.96 23.8553007189751
23.29 23.1207398614839
23.31 24.8255661273079
23.49 23.9313774892797
23.66 23.5575342800488
23.68 23.9497352479021
23.81 24.8558635306355
24.19 23.5779351682111
24.26 24.4630922234905
24.5 24.3673142433023
24.57 24.0012500051422
24.73 23.2461747649346
24.99 24.6957393062529
25.06 24.7200186911585
25.22 25.7311086120242
25.29 24.0972232863467
25.5 25.7771251398205
25.52 24.2675747255805
25.7 24.5410544883858
25.87 23.4466164317137
25.87 24.8831100650898
26.12 24.7755675877529
26.13 25.3228022281713
26.21 23.7343082422525
26.65 24.7812872604228
26.72 24.3040709466246
26.79 25.6357399055847
26.84 24.8253612514686
26.99 23.5714493340863
27.1 25.6906541245905
27.17 23.9021750636121
27.27 24.9026419520422
27.33 25.7202298364441
27.79 24.5133847351737
27.84 25.3070582778545
28.01 23.5467166313198
28.03 24.766747171428
28.05 24.4137762574102
28.22 24.2200456250394
28.32 25.0074096797156
28.33 24.2397669851251
28.83 24.2441103613645
28.91 27.13659782864
28.99 23.4373867168849
29.04 26.1215530642835
29.08 25.5650264771306
29.09 24.6055416719771
29.15 24.5786113491693
29.36 25.5374650204081
29.83 25.2895407071075
29.88 27.0623750517436
29.91 25.1810519748843
29.91 26.5103414516176
29.94 25.0617380588133
29.96 25.7824807300534
30.18 25.385612659962
30.21 26.1659039648244
30.54 26.887936939495
30.58 27.107686195516
30.69 26.3353181045221
30.85 27.8661199431126
30.89 27.2361075278171
30.96 26.4306993393584
30.96 27.322448607672
31.14 29.305990092476
31.3 28.2080900669801
31.43 27.7796620920794
31.72 29.2321469092596
31.76 29.353335590478
31.8 30.5228156996331
31.83 29.5641122249025
31.98 27.5807126625146
32.01 27.7211440569267
32.07 26.9074948617316
32.43 29.4481808823455
32.53 29.1934738734661
32.76 29.0890058462987
32.86 28.141832481422
32.87 28.8395092752205
32.93 27.5546286319883
32.94 28.6396809127711
32.99 27.7584793775552
33.09 29.0390489634588
