X S
20.08 26.3709826284997
20.11 24.8365146454656
20.23 24.8831546744742
20.47 25.8527117104321
20.52 24.4601779513459
20.88 25.0527260654083
20.91 25.124090673992
20.92 25.2557750110654
21.07 22.6104100136102
21.15 23.462403456589
21.53 23.5554059287901
21.68 24.7591617003655
21.79 24.00662791129
21.91 23.5758292788904
22.17 24.969351833236
22.22 25.323840628069
22.23 24.9056279704274
22.49 24.8439580097324
22.89 25.0273356208681
22.96 24.1019033493112
23.29 24.679852418893
23.31 24.3230959347726
23.49 23.9671121342734
23.66 24.0158742040016
23.68 24.3376098244737
23.81 23.7795940315608
24.19 23.819599521179
24.26 23.8248449341639
24.5 23.0394031944842
24.57 24.3483279599455
24.73 24.5186214421674
24.99 23.8132791910758
25.06 23.4323968150312
25.22 24.4507367113995
25.29 24.052724640537
25.5 24.5978333440274
25.52 23.4389861217359
25.7 24.2205037667997
25.87 23.6790779628543
25.87 24.9247541194241
26.12 24.9873760395506
26.13 25.0299424424918
26.21 25.4076758884865
26.65 24.0905985554688
26.72 25.6887725829958
26.79 24.7039666118089
26.84 24.4992673589416
26.99 23.507926450996
27.1 24.009297338631
27.17 24.0105552498646
27.27 25.205704009169
27.33 24.1953190195911
27.79 24.2828547961986
27.84 24.5711906811169
28.01 24.1117736445775
28.03 24.6426756120915
28.05 24.0781065613085
28.22 24.3828229494259
28.32 25.5218085702228
28.33 24.3458024933587
28.83 24.792497812123
28.91 25.354451307458
28.99 26.0042118776822
29.04 25.2149146477368
29.08 24.7175148607481
29.09 26.2014360580491
29.15 23.9580537913237
29.36 24.388107248409
29.83 25.5816019645191
29.88 24.8385549119223
29.91 26.5601448759678
29.91 27.1386416065346
29.94 25.4184759218092
29.96 25.4808949905019
30.18 26.5425456773722
30.21 27.3541225509178
30.54 27.1341517116251
30.58 26.0527571634112
30.69 26.6181199209315
30.85 26.7381200331432
30.89 26.8938913408519
30.96 27.4413438676097
30.96 28.1059007000719
31.14 27.3437416253344
31.3 28.4905171688714
31.43 26.8604847085503
31.72 27.2040730334813
31.76 28.2915025917163
31.8 28.42896697066
31.83 28.7130158001143
31.98 28.358713984962
32.01 28.1935458591955
32.07 26.21045743483
32.43 28.2760418341559
32.53 28.8886979703022
32.76 28.8102479814593
32.86 29.5598584049535
32.87 28.9354890595116
32.93 29.270105745391
32.94 29.2330718956095
32.99 30.2736336026109
33.09 27.5744002897177
33.42 27.5270476490809
33.7 29.4797470396
33.71 28.0160923264637
33.79 27.5688489072337
34 28.6719529361608
34.03 29.3110783406736
34.04 26.6135771771923
34.17 29.7625533357925
34.19 28.7897712888929
34.43 28.6907137107069
34.62 26.7664927000686
34.75 26.8934759969329
35.02 29.0939669115716
35.15 28.0078457420041
35.2 27.8745598910208
35.2 29.2543456579562
35.25 26.4228841269097
35.36 28.4786562287851
35.5 26.8939273222178
35.66 28.0376662065965
35.79 29.1317364773919
