X S
20.08 25.7943361128551
20.11 24.6950596652502
20.23 23.4974236018801
20.47 24.9486895915152
20.52 23.6647958723578
20.88 25.350626247179
20.91 24.8233662333412
20.92 23.9081326969365
21.07 24.7476198412793
21.15 25.9852479190405
21.53 23.5056010990962
21.68 24.0284319074206
21.79 23.377352684818
21.91 24.9232977132332
22.17 24.1041088597491
22.22 24.4084493112631
22.23 24.6908089398243
22.49 24.2056889872069
22.89 24.0183749929086
22.96 24.0955847050937
23.29 23.2258446364232
23.31 25.2049890716753
23.49 24.2216063179693
23.66 24.4265610234943
23.68 23.7087426200676
23.81 24.8872680971751
24.19 23.6200880497545
24.26 23.4843703589073
24.5 23.0542467189633
24.57 24.3896447045536
24.73 24.158572418647
24.99 24.5070618584904
25.06 23.9926997483591
25.22 24.6070662656528
25.29 23.716658898567
25.5 23.1478812873414
25.52 24.4800968880596
25.7 24.5090024076178
25.87 24.427871428447
25.87 25.344138218747
26.12 23.7531888469733
26.13 25.0266196438653
26.21 24.2112782296775
26.65 23.6720969900791
26.72 24.2596516855145
26.79 24.5127667462936
26.84 23.8313009938338
26.99 25.1008300382864
27.1 24.5406590121467
27.17 25.719942205201
27.27 24.8488548284156
27.33 23.4050329009811
27.79 24.3530756122233
27.84 25.7051260282546
28.01 25.2674153507432
28.03 25.3721520430995
28.05 25.0709583019467
28.22 24.2066816149348
28.32 25.5412996331087
28.33 24.1474433256184
28.83 25.126899980603
28.91 24.9356983814393
28.99 24.6655319521352
29.04 23.8006578158653
29.08 23.5848098526963
29.09 25.6046023293557
29.15 24.9522207353151
29.36 25.3998678563347
29.83 25.4094644387064
29.88 25.4622443891282
29.91 26.5507913403924
29.91 26.0728432333387
29.94 26.4735572530296
29.96 26.0877552432107
30.18 25.6661014748182
30.21 26.1392214983829
30.54 26.8899417259333
30.58 26.3763212473507
30.69 28.1035497120376
30.85 27.6243166868259
30.89 27.3715562714334
30.96 27.7414126607723
30.96 26.5040490340436
31.14 27.0533066244626
31.3 28.709970094776
31.43 28.3079031393535
31.72 28.6355403173345
31.76 29.0344005431161
31.8 28.3847516290233
31.83 26.7928013396937
31.98 28.468915242966
32.01 27.8511143821987
32.07 28.7717721215746
32.43 26.9605746353598
32.53 28.3385452659038
32.76 28.1964382307151
32.86 28.2863576058905
32.87 27.4990118485192
32.93 28.8927092606641
32.94 28.9186314919164
32.99 29.1739702517833
33.09 27.5959161077506
33.42 27.8379789535417
33.7 28.6006889646891
33.71 29.2533833199038
33.79 28.6700197381383
34 27.9878654657615
34.03 28.7451527194125
34.04 28.1282562381234
34.17 26.4592306575306
34.19 27.4243939415865
34.43 27.429918258757
34.62 26.4340981359711
34.75 28.9164307279043
35.02 28.9384793932703
35.15 28.584091959928
35.2 28.6036672609709
35.2 29.5079005039684
35.25 27.9781122865596
35.36 28.4302138627708
35.5 29.3507187588926
35.66 25.2910884865441
35.79 28.7346240018112
36.2 29.4882975369833
36.24 28.3594712639491
36.26 29.6636678507454
36.29 28.2107253709922
36.43 29.280722596809
36.5 28.1476384398117
36.78 27.5499220118951
37.12 30.0353957386527
37.18 29.5530047555629
37.2 29.2052202918855
37.2 28.2328808187314
37.32 30.2718479479854
37.44 33.113963538465
37.51 31.2052410591166
37.55 30.2020331412701
37.89 30.3519634467252
38.11 31.1937043639672
38.16 31.7003216853732
38.2 33.1064721453635
38.31 36.532606177075
38.35 32.9279727540511
38.45 33.9353604909941
38.49 32.7837319286441
38.79 32.6687212737269
39 34.9665072572055
39.01 36.0690092557448
39.1 37.9336175608005
39.34 38.0364875082507
39.37 37.0163020517236
39.4 37.6844153993895
39.69 36.9197869951276
39.81 35.4265036996853
39.91 42.251584960935
40.02 37.5979422228001
40.27 54.1956548647153
40.32 44.0170958871111
40.32 50.4315429378888
40.47 48.9849137831124
40.48 42.4695602210227
40.8 48.4672515423908
40.92 49.9572237692051
41.29 52.6731107614347
41.33 62.9636505974946
41.35 57.5999424199881
41.42 59.5947863211333
41.44 56.6369027655609
41.52 65.7258841571052
41.54 64.4908664933239
41.99 76.3793474524004
42.09 66.6939992910064
42.36 92.1784802805486
42.43 86.4266908074034
42.46 96.5487876675376
42.64 94.7458352198293
42.72 110.282592901067
42.73 98.1011255245915
42.87 99.7531381329083
43.04 107.383626972303
43.18 104.143209965611
43.36 101.870910433423
43.57 121.43560250811
43.7 123.134937769339
43.72 105.452998283471
43.97 149.139304025979
44.01 128.098593943505
44.16 143.608841451618
44.18 133.50314583011
44.35 161.122511331159
44.62 140.210819433455
44.67 153.256428050873
44.9 149.898171502567
44.95 160.226013297837
45.05 179.776263838469
45.08 178.429105022442
45.38 163.921170755098
45.46 177.370799541569
45.53 165.252076648596
45.7 184.071939554679
45.87 184.751779985444
46.01 180.583462837388
46.03 175.83733031904
46.2 189.429799346939
46.38 194.513300254797
46.45 192.38428687698
46.51 194.995748230993
46.76 202.191632987817
46.78 203.978548474965
46.9 190.980404074515
47.07 203.968696566757
47.25 204.742054061062
47.25 195.405025999164
47.51 199.256405570623
47.57 200.618049295025
47.64 216.015471791481
47.9 209.488011043785
47.95 206.246105596157
48.17 198.453223735858
48.26 210.026533930266
48.31 204.752148941675
48.49 211.609346958896
48.49 205.802029128707
48.71 213.96156472156
48.76 210.710148367085
48.84 214.162765260876
49.15 218.270227476113
49.16 207.360383343479
49.43 216.771223038768
49.43 215.47912891442
49.57 202.465231228895
49.66 227.070837209944
49.68 217.007140832385
49.85 198.670315686102
50.1 210.372021832831
50.24 234.452381805284
50.3 221.250850490278
50.5 202.180981752662
50.51 203.240158059285
50.52 214.292244863977
50.79 215.34072869252
50.82 208.482090099924
50.88 204.592016015275
51.11 200.119152966619
51.36 202.30828425944
51.39 213.381606564364
51.55 220.570909319635
51.75 203.261115666075
51.82 195.538086486304
51.83 212.279823893296
