X S
20.08 24.9509206340703
20.11 25.0838615568733
20.23 25.8363057064117
20.47 25.7097931785281
20.52 24.5526598872956
20.88 24.947885010132
20.91 25.0770769867445
20.92 24.4816241932698
21.07 25.1852881223615
21.15 23.8722924553982
21.53 25.0980359216715
21.68 24.454238386596
21.79 23.4015674366464
21.91 23.7257786406559
22.17 23.7271017807812
22.22 24.198711466305
22.23 24.0748915658262
22.49 24.835752354142
22.89 25.6299138375067
22.96 24.7594261190892
23.29 23.8216143479081
23.31 26.0955986894342
23.49 24.0996964958597
23.66 23.7931597572273
23.68 25.3028328454602
23.81 23.5483731125902
24.19 23.6472374092248
24.26 23.7706083043826
24.5 23.7215856689644
24.57 24.7996933664397
24.73 24.0222286521005
24.99 23.7377892109673
25.06 22.9923681970333
25.22 24.6007421834086
25.29 23.3468619715277
25.5 25.1358892955929
25.52 24.2100637392273
25.7 25.1642324159385
25.87 25.0267827255988
25.87 24.6438871763651
26.12 23.3434064878917
26.13 23.6450941368941
26.21 23.9422376081945
26.65 24.242925754151
26.72 23.3061889325022
26.79 24.1075083049967
26.84 25.6830612060453
26.99 24.6974079137898
27.1 26.0082718372593
27.17 24.8144664404391
27.27 25.269043876039
27.33 24.1144777367968
27.79 24.5560366977225
27.84 23.8139591911097
28.01 24.74294642226
28.03 24.8960419069758
28.05 24.8956217706588
28.22 25.0139905165771
28.32 26.0735690184834
28.33 23.8211842530879
28.83 26.2500014592692
28.91 25.5050408687453
28.99 26.3958145943391
29.04 25.8207741557055
29.08 26.9771309169926
29.09 24.9992551908295
29.15 25.6648308340159
29.36 26.1731093156011
29.83 26.7514996982717
29.88 24.7307824313126
29.91 26.5239100848748
29.91 26.3018743846842
29.94 25.498655424244
29.96 26.1957078080222
30.18 27.0396204165029
30.21 24.9569958197829
30.54 27.8752007868305
30.58 27.1744185207598
30.69 25.6001347107825
30.85 27.4398407301755
30.89 27.9121488421586
30.96 27.4597696649578
30.96 26.6746772188439
31.14 26.8325920306189
31.3 26.3699690413674
31.43 27.244500999013
31.72 28.5607538128655
31.76 27.5384088077068
31.8 28.0155308753631
31.83 27.8604833511133
31.98 28.6326750839591
32.01 27.7270129296948
32.07 28.5540872231139
32.43 30.4524772966219
32.53 29.0051521200588
32.76 27.6162394461526
32.86 29.922813486568
32.87 28.3649037140846
32.93 28.9104358300862
32.94 27.7615479486116
32.99 28.7207510180195
33.09 30.3060546039852
33.42 28.9666814379003
33.7 28.7287235422495
33.71 28.5336456623249
33.79 27.7565904545556
34 28.3710474992347
34.03 27.9580077376844
34.04 28.1091808171675
34.17 27.8585843732081
34.19 27.9527717869958
34.43 27.258264481402
34.62 28.2004066327204
34.75 27.2274168710438
35.02 27.5251664233605
35.15 28.8543807557541
35.2 26.581767191971
35.2 27.4293933612502
35.25 27.4774815144045
35.36 27.5661649539377
35.5 28.0698742350523
35.66 28.5277254985726
35.79 27.3554925931161
36.2 29.2327256525553
36.24 28.7857335327019
36.26 28.2325971170786
36.29 28.0995668294475
36.43 28.4199326732013
36.5 29.1760671039273
36.78 29.4448491704738
37.12 29.9778808772141
37.18 29.0997375331088
37.2 30.7220975426652
37.2 29.7204200933514
37.32 30.659380745838
37.44 28.2061170968271
37.51 29.3187578774838
37.55 31.1457736586479
37.89 33.0753589242008
38.11 31.1744724826972
38.16 31.8862007255481
38.2 32.2824130798237
38.31 34.105889804791
38.35 33.6547426002206
38.45 33.9590110797319
38.49 33.2602220823033
38.79 33.2376051180972
