X S
20.08 24.9447612537951
20.11 26.268486012239
20.23 25.7475707444033
20.47 25.3233096205945
20.52 24.3918374800296
20.88 23.0547656458601
20.91 25.3764384107909
20.92 25.9311783390364
21.07 23.8043057322277
21.15 25.5590771663472
21.53 24.0529991537312
21.68 23.9653150788256
21.79 24.3331686193086
21.91 24.9494336067891
22.17 23.5962001033787
22.22 23.7680941520408
22.23 22.4142399608982
22.49 25.5118224986259
22.89 24.6152875873179
22.96 26.0333651866243
23.29 26.1787378619311
23.31 23.7300174202149
23.49 24.2328346684514
23.66 24.1123394298561
23.68 24.1465020098454
23.81 25.1879160437432
24.19 23.8263749259059
24.26 22.6571534879838
24.5 23.6368141741668
24.57 24.2931260512771
24.73 24.6773386321438
24.99 24.2813873750008
25.06 24.4152390166199
25.22 24.7965757200808
25.29 23.6801469105757
25.5 25.1752435731351
25.52 23.7530884100334
25.7 23.9612222224672
25.87 24.652186026398
25.87 24.5500213032452
26.12 24.4201474623464
26.13 25.658243126452
26.21 24.819985130636
26.65 23.9732538628968
26.72 23.7906466749532
26.79 23.4147340173667
26.84 25.3144210573097
26.99 25.3956718230079
27.1 24.4923059756731
27.17 23.4543147056223
27.27 25.9469675016007
27.33 24.7319794432146
27.79 26.1721046980099
27.84 25.1565678630091
28.01 24.2173335970335
28.03 25.0684645032111
28.05 25.2262280911205
28.22 25.3431011447822
28.32 24.3636849165766
28.33 24.5643870615261
28.83 25.4427239950721
28.91 24.8234609881163
28.99 25.3270553109781
29.04 23.261146425623
29.08 24.59276997086
29.09 25.2172349281791
29.15 25.7660749021726
29.36 24.9761353942947
29.83 25.9282216157912
29.88 26.6842333879837
29.91 24.6970791437929
29.91 26.2777770998156
29.94 26.3379713462039
29.96 25.8416320805926
30.18 25.7154423307412
30.21 26.020520500821
30.54 28.4269291130089
30.58 27.9457109156443
30.69 27.1938828483612
30.85 28.8817368468172
30.89 28.8987228629701
30.96 28.5834007387665
30.96 27.8573318046257
31.14 26.9146472378634
31.3 28.5594546256401
31.43 27.1467158117802
31.72 28.4078197463406
31.76 27.9158585344465
31.8 27.7712031789515
31.83 29.7120855197456
31.98 27.1944843272387
32.01 28.4888948084653
32.07 29.2583075330904
32.43 28.5871444105154
32.53 29.2994586891226
32.76 29.0915360007264
32.86 28.8977446242246
32.87 28.6247830581302
32.93 28.3102680141159
32.94 28.509758863074
32.99 28.4886557028272
33.09 28.0055114014633
33.42 27.7257811174746
33.7 29.1923575046896
33.71 29.3448036333801
33.79 27.9124665788217
34 27.4087447289025
34.03 29.4015958969454
34.04 27.2369196248963
34.17 29.3034851076333
34.19 27.9142441924095
34.43 28.8300090282239
34.62 27.0365887394482
34.75 26.9584882203182
35.02 27.6068516857959
35.15 28.6639690925253
35.2 26.9997001453368
35.2 29.7656837865648
35.25 27.9711117858422
35.36 30.0659041004729
35.5 28.8011782270746
35.66 26.4609628229145
35.79 29.9832653742833
36.2 27.7862250330452
36.24 28.9221196713681
36.26 28.284734462859
36.29 29.9560947944825
36.43 28.4410509118282
36.5 29.5660993714942
36.78 28.5350260058183
37.12 32.4663724870784
37.18 30.3961979259035
37.2 31.029206208316
37.2 31.1376832087725
37.32 29.7600584976896
37.44 31.0134433522597
37.51 29.4028734933248
37.55 31.6594211424639
37.89 30.5847316907709
38.11 31.2473781748852
38.16 32.0858434580712
38.2 32.908483561342
38.31 31.7568961214462
38.35 30.7223674761443
38.45 33.6240832651068
38.49 32.541453579979
38.79 31.3914690986966
39 38.8745554529227
39.01 35.9582586226383
39.1 33.1489217764242
39.34 40.3420961947228
39.37 38.0529876625626
39.4 38.7473295225523
39.69 38.8147765355786
39.81 38.6798099709198
39.91 38.2404142410206
40.02 48.8632705468499
40.27 42.5906327180368
40.32 47.1322407122976
40.32 41.4935638553696
40.47 48.6015919309445
40.48 38.3771734813665
40.8 58.7677660542163
40.92 53.6504397508751
41.29 69.9086987608851
41.33 61.4811738065131
41.35 57.425313300713
41.42 52.4334713903058
41.44 56.5251501886982
41.52 57.8506753721995
41.54 53.443626721164
41.99 73.690245238361
42.09 70.7424098194972
42.36 87.4033752038226
42.43 84.8548028601911
42.46 84.9245672666396
42.64 90.4497598355122
42.72 89.2619600354968
42.73 100.268940853782
42.87 92.5452085885628
43.04 103.050971112583
43.18 94.7536725164559
43.36 105.950763766162
43.57 121.91975177761
43.7 125.767558303045
43.72 138.755784316218
43.97 131.042830641809
44.01 124.284734819194
44.16 136.287491637432
44.18 129.803467900762
44.35 149.324007296756
44.62 152.294339336934
44.67 169.662527689215
44.9 173.5124876382
44.95 151.247705922663
45.05 176.599957817656
45.08 168.785544744648
45.38 175.576794387625
45.46 181.869554696586
45.53 161.720975456418
45.7 187.015091077569
45.87 175.248124267203
46.01 182.282826008463
46.03 183.784862197621
46.2 194.992027024156
46.38 204.344121138928
46.45 184.40959310969
46.51 191.621973741026
46.76 202.66876784112
46.78 183.079751198617
46.9 189.797721865558
47.07 215.181616093402
47.25 206.832870023293
47.25 204.250778479127
47.51 216.84026950668
47.57 212.765150848943
47.64 203.697073631218
47.9 203.009246260095
47.95 204.509392066301
48.17 202.340915156365
48.26 212.537377373237
48.31 198.775289470293
48.49 206.363527674203
48.49 205.535361421907
48.71 202.570207601785
48.76 201.904587506066
48.84 212.723909204011
49.15 218.843098649591
49.16 208.791736754476
49.43 211.22731867826
49.43 216.429745194797
49.57 219.702213734279
49.66 202.500662515952
49.68 206.116693953247
49.85 219.626371705608
50.1 201.227567613526
50.24 215.396864126175
50.3 211.415606030348
50.5 209.528021977619
50.51 214.942980585838
50.52 223.164617974228
50.79 212.761807624231
50.82 202.304289906392
50.88 211.762407798394
51.11 205.140375044627
51.36 215.650212147744
51.39 200.735339593769
51.55 211.331349671345
51.75 203.013719070069
51.82 214.005028422872
51.83 212.425802874158
52.04 201.358983685613
52.05 201.490103067561
52.05 214.983281184405
52.49 195.818714666232
52.63 200.764370697741
52.76 181.381000158252
52.87 193.087671050305
52.92 181.922487157635
53 182.767123601232
53.05 200.731649901487
53.07 186.434740407001
53.12 197.420496979914
53.41 181.560282272111
53.72 176.496081723818
53.75 163.061803591622
53.89 158.989593115367
53.95 172.637786019446
53.98 175.929696997213
53.98 169.32681390837
54.07 167.76419563905
54.13 162.697202634498
54.43 160.269320244251
54.89 144.639380815291
54.91 155.856548687663
54.92 147.417289598881
55 140.92146560595
55.02 151.015446139608
55.18 142.906126373734
55.25 137.305174546246
55.63 131.811766293077
55.79 133.46259085627
55.88 142.858844100904
56.12 126.509720303978
56.13 126.715255868258
56.33 116.345296171431
56.34 126.688707026427
56.48 116.015050086082
56.5 113.941144417038
56.53 117.123139746415
56.82 116.426069996311
56.95 118.01713020126
57.12 100.66692657945
57.21 118.679940389299
57.4 100.075142638905
57.4 97.078199517006
57.51 94.9532664570987
57.69 89.6847599149565
57.72 99.8436008578145
57.96 88.1113162049941
58.22 80.5950159189518
58.27 80.9944535071704
58.41 70.6758263720443
58.47 78.6409866864007
58.52 70.9425904800076
58.57 85.2799616353888
58.94 74.1105494828293
58.95 69.8839198553172
59.1 77.1591975574837
59.15 71.4406639458839
59.22 52.5870066680902
59.26 60.7696118971889
59.58 55.7610737452735
59.61 67.077028498207
59.66 55.7527439048284
59.71 64.5515994307864
59.9 63.8351677928331
60.18 55.5689448017651
60.24 59.2557857769106
60.28 55.4164406338077
60.32 54.8290062357603
60.4 53.3205787412755
60.73 44.9544728496832
60.88 50.8182195662444
61.06 45.7073830496696
61.19 38.1077797104306
61.21 38.6008761956044
61.39 35.533338918193
61.51 34.8682950765248
61.57 34.212331544702
61.66 36.6154039006614
61.79 33.514921403426
61.92 37.1622892236524
62.31 33.7893427578329
62.37 36.9565943512402
62.49 30.609928209919
62.58 29.0175292221737
62.63 32.062685728054
62.78 32.9843692677527
62.81 31.2011459484307
62.81 31.6319127577853
63.25 26.8941605719629
63.51 29.214808194674
63.58 28.3995524010027
63.61 26.7714942340284
63.75 27.5220830974453
63.79 28.2850036256254
63.79 26.440826731174
63.82 24.9774089697329
64.05 26.1266602599012
64.51 25.6587769927221
64.63 25.9785161887421
64.64 23.6121434885518
64.66 25.556633675538
64.83 23.0045689248329
64.86 24.3468731668574
64.88 22.7879969315995
65.34 23.3476200066405
65.35 21.6253843124146
65.36 21.6075398167576
65.7 22.8297710600433
65.78 21.1986891729731
65.82 22.406106248741
65.82 21.3066102616706
65.82 21.5579448761589
65.87 21.2092520134955
65.9 22.6702263502831
66.4 22.2190101484895
66.44 21.1655488569951
66.51 20.2527931940981
66.64 21.3503901355801
66.67 20.3767428672371
66.73 20.9015766483846
66.86 20.4681237276943
67.13 20.3742735182927
67.33 19.6353709624366
67.46 20.4971611859391
67.47 20.3146789969168
67.61 20.1747273928095
67.62 20.3424360240142
67.62 22.2446201350908
67.62 20.403072210748
